year,Beat,Arrest_Count,Total_Crime_Count,Arrest_Success_Rate
2009,833,2,6,33.33
2009,1512,2,6,33.33
2009,2221,1,3,33.33
2009,723,1,3,33.33
2009,1511,2,7,28.57
2009,711,2,7,28.57
2009,324,1,4,25.00
2009,823,1,4,25.00
2009,1122,1,4,25.00
2009,524,1,4,25.00
2009,815,1,4,25.00
2009,1932,1,4,25.00
2009,713,2,8,25.00
2009,611,2,9,22.22
2009,834,2,10,20.00
2009,623,1,5,20.00
2009,2222,1,5,20.00
2009,2234,1,6,16.67
2009,1814,0,2,0.00
2009,411,0,2,0.00
2009,613,0,2,0.00
2009,312,0,1,0.00
2009,2523,0,1,0.00
2009,1913,0,1,0.00
2009,1211,0,2,0.00
2009,1812,0,1,0.00
2009,1831,0,9,0.00
2009,214,0,2,0.00
2009,2213,0,3,0.00
2009,2211,0,6,0.00
2009,213,0,3,0.00
2009,2333,0,2,0.00
2009,1614,0,2,0.00
2009,2411,0,1,0.00
2009,1331,0,1,0.00
2009,634,0,1,0.00
2009,2412,0,3,0.00
2009,2424,0,4,0.00
2009,1433,0,1,0.00
2009,822,0,3,0.00
2009,1924,0,4,0.00
2009,1832,0,2,0.00
2009,532,0,1,0.00
2009,1011,0,2,0.00
2009,1923,0,2,0.00
2009,1931,0,3,0.00
2009,811,0,1,0.00
2009,2535,0,1,0.00
2009,925,0,2,0.00
2009,1033,0,1,0.00
2009,1313,0,1,0.00
2009,2332,0,4,0.00
2009,414,0,3,0.00
2009,1115,0,3,0.00
2009,333,0,4,0.00
2009,1432,0,1,0.00
2009,224,0,1,0.00
2009,1233,0,3,0.00
2009,111,0,2,0.00
2009,2113,0,1,0.00
2009,1813,0,3,0.00
2009,531,0,1,0.00
2009,1611,0,1,0.00
2009,2413,0,3,0.00
2009,2132,0,1,0.00
2009,922,0,1,0.00
2009,112,0,1,0.00
2009,122,0,1,0.00
2009,2032,0,1,0.00
2009,1224,0,1,0.00
2009,1731,0,2,0.00
2009,1323,0,1,0.00
2009,1822,0,1,0.00
2009,433,0,1,0.00
2009,2331,0,2,0.00
2009,2512,0,3,0.00
2009,812,0,1,0.00
2009,1711,0,1,0.00
2009,323,0,1,0.00
2009,1431,0,2,0.00
2009,1332,0,1,0.00
2009,1034,0,4,0.00
2009,322,0,5,0.00
2009,2131,0,1,0.00
2009,931,0,2,0.00
2009,2212,0,1,0.00
2009,814,0,3,0.00
2009,1232,0,1,0.00
2009,1414,0,1,0.00
2009,2223,0,3,0.00
2009,914,0,1,0.00
2009,913,0,3,0.00
2009,831,0,1,0.00
2009,2112,0,1,0.00
2009,1823,0,1,0.00
2009,1333,0,1,0.00
2009,2232,0,1,0.00
2009,221,0,1,0.00
2009,1114,0,1,0.00
2009,731,0,2,0.00
2009,1322,0,1,0.00
2009,1733,0,1,0.00
2009,231,0,2,0.00
2009,1732,0,1,0.00
2009,622,0,2,0.00
2009,722,0,1,0.00
2009,2124,0,1,0.00
2010,1324,2,2,100.00
2010,2535,2,2,100.00
2010,122,1,1,100.00
2010,2022,1,1,100.00
2010,1731,1,1,100.00
2010,1022,2,2,100.00
2010,734,1,1,100.00
2010,632,1,1,100.00
2010,2012,1,1,100.00
2010,223,2,2,100.00
2010,511,2,2,100.00
2010,1633,1,1,100.00
2010,311,1,1,100.00
2010,921,1,1,100.00
2010,324,1,1,100.00
2010,1532,2,2,100.00
2010,623,1,1,100.00
2010,2232,1,1,100.00
2010,1421,1,1,100.00
2010,1023,1,1,100.00
2010,2111,1,1,100.00
2010,1221,1,1,100.00
2010,1522,1,1,100.00
2010,2122,1,1,100.00
2010,2534,1,1,100.00
2010,2311,1,1,100.00
2010,1711,2,2,100.00
2010,1733,1,1,100.00
2010,1713,1,1,100.00
2010,332,1,1,100.00
2010,1125,1,1,100.00
2010,2514,4,4,100.00
2010,532,3,3,100.00
2010,2011,1,1,100.00
2010,1832,1,1,100.00
2010,722,1,1,100.00
2010,431,2,2,100.00
2010,813,6,7,85.71
2010,2234,5,6,83.33
2010,831,5,6,83.33
2010,1122,5,6,83.33
2010,1013,4,5,80.00
2010,913,3,4,75.00
2010,331,3,4,75.00
2010,1114,3,4,75.00
2010,224,3,4,75.00
2010,513,2,3,66.67
2010,323,2,3,66.67
2010,2432,2,3,66.67
2010,1923,2,3,66.67
2010,2212,4,6,66.67
2010,214,2,3,66.67
2010,1115,2,3,66.67
2010,1024,2,3,66.67
2010,1231,2,3,66.67
2010,912,2,3,66.67
2010,422,3,5,60.00
2010,424,3,5,60.00
2010,1531,3,5,60.00
2010,2222,3,5,60.00
2010,1511,4,7,57.14
2010,911,3,6,50.00
2010,523,2,4,50.00
2010,1533,2,4,50.00
2010,2513,6,12,50.00
2010,1232,1,2,50.00
2010,333,2,4,50.00
2010,825,1,2,50.00
2010,531,3,6,50.00
2010,2433,3,6,50.00
2010,713,4,8,50.00
2010,924,1,2,50.00
2010,2531,1,2,50.00
2010,1033,1,2,50.00
2010,411,2,4,50.00
2010,2213,1,2,50.00
2010,1524,2,4,50.00
2010,1631,1,2,50.00
2010,1913,1,2,50.00
2010,811,1,2,50.00
2010,1121,3,6,50.00
2010,1223,1,2,50.00
2010,1032,1,2,50.00
2010,413,1,2,50.00
2010,1014,2,4,50.00
2010,2515,1,2,50.00
2010,2525,1,2,50.00
2010,414,1,2,50.00
2010,1031,2,4,50.00
2010,1132,2,4,50.00
2010,715,2,4,50.00
2010,932,1,2,50.00
2010,233,2,4,50.00
2010,2521,1,2,50.00
2010,922,1,2,50.00
2010,613,2,4,50.00
2010,612,4,9,44.44
2010,735,4,9,44.44
2010,522,4,9,44.44
2010,631,3,7,42.86
2010,1112,3,7,42.86
2010,312,2,5,40.00
2010,1523,2,5,40.00
2010,412,2,5,40.00
2010,321,2,5,40.00
2010,2233,2,5,40.00
2010,723,2,5,40.00
2010,621,2,6,33.33
2010,714,1,3,33.33
2010,2422,3,9,33.33
2010,1831,1,3,33.33
2010,2532,1,3,33.33
2010,931,1,3,33.33
2010,712,1,3,33.33
2010,232,1,3,33.33
2010,2221,2,6,33.33
2010,421,2,6,33.33
2010,1422,1,3,33.33
2010,824,2,6,33.33
2010,732,1,3,33.33
2010,423,1,3,33.33
2010,334,1,3,33.33
2010,1034,1,3,33.33
2010,624,3,10,30.00
2010,934,1,4,25.00
2010,725,1,4,25.00
2010,1012,1,4,25.00
2010,933,1,4,25.00
2010,1331,1,4,25.00
2010,2512,1,5,20.00
2010,213,1,5,20.00
2010,1111,1,5,20.00
2010,633,1,6,16.67
2010,1113,1,6,16.67
2010,524,1,6,16.67
2010,322,1,6,16.67
2010,823,1,6,16.67
2010,835,1,7,14.29
2010,533,1,8,12.50
2010,614,1,9,11.11
2010,834,1,10,10.00
2010,821,0,2,0.00
2010,221,0,2,0.00
2010,133,0,1,0.00
2010,634,0,5,0.00
2010,935,0,2,0.00
2010,313,0,4,0.00
2010,1924,0,8,0.00
2010,1834,0,1,0.00
2010,2211,0,4,0.00
2010,111,0,4,0.00
2010,914,0,1,0.00
2010,432,0,1,0.00
2010,1131,0,6,0.00
2010,1614,0,3,0.00
2010,1931,0,1,0.00
2010,2124,0,1,0.00
2010,212,0,4,0.00
2010,2331,0,2,0.00
2010,1513,0,3,0.00
2010,2024,0,1,0.00
2010,833,0,3,0.00
2010,1312,0,1,0.00
2010,1814,0,1,0.00
2010,1933,0,1,0.00
2010,1323,0,2,0.00
2010,2123,0,4,0.00
2010,1623,0,2,0.00
2010,2313,0,3,0.00
2010,2323,0,1,0.00
2010,1723,0,2,0.00
2010,1423,0,1,0.00
2010,1824,0,1,0.00
2010,2332,0,1,0.00
2010,733,0,1,0.00
2010,1821,0,1,0.00
2010,2333,0,2,0.00
2010,815,0,1,0.00
2010,1212,0,3,0.00
2010,2522,0,1,0.00
2010,1211,0,1,0.00
2010,1123,0,2,0.00
2010,1654,0,1,0.00
2010,1311,0,1,0.00
2010,2413,0,2,0.00
2010,814,0,1,0.00
2010,1233,0,1,0.00
2010,812,0,1,0.00
2010,1932,0,1,0.00
2010,1124,0,2,0.00
2010,731,0,1,0.00
2010,726,0,4,0.00
2010,923,0,1,0.00
2010,512,0,2,0.00
2010,1011,0,2,0.00
2010,1135,0,2,0.00
2010,832,0,3,0.00
2010,1634,0,1,0.00
2010,1222,0,1,0.00
2010,711,0,2,0.00
2010,1724,0,1,0.00
2010,2223,0,1,0.00
2010,822,0,2,0.00
2010,314,0,1,0.00
2010,724,0,1,0.00
2010,234,0,2,0.00
2010,1021,0,1,0.00
2010,1823,0,2,0.00
2010,1133,0,2,0.00
2010,1624,0,1,0.00
2010,915,0,1,0.00
2010,211,0,1,0.00
2010,434,0,1,0.00
2011,1613,1,1,100.00
2011,1233,1,1,100.00
2011,1422,3,3,100.00
2011,1111,1,1,100.00
2011,1014,1,1,100.00
2011,2022,3,3,100.00
2011,1033,1,1,100.00
2011,1124,2,2,100.00
2011,533,5,5,100.00
2011,433,1,1,100.00
2011,1633,1,1,100.00
2011,213,1,1,100.00
2011,723,4,4,100.00
2011,1622,1,1,100.00
2011,1732,1,1,100.00
2011,735,2,2,100.00
2011,531,2,2,100.00
2011,214,1,1,100.00
2011,2033,1,1,100.00
2011,1213,1,1,100.00
2011,1231,2,2,100.00
2011,1713,1,1,100.00
2011,411,1,1,100.00
2011,1623,1,1,100.00
2011,322,1,1,100.00
2011,1222,1,1,100.00
2011,1414,1,1,100.00
2011,2013,1,1,100.00
2011,1431,1,1,100.00
2011,1034,1,1,100.00
2011,424,1,1,100.00
2011,624,7,9,77.78
2011,1832,3,4,75.00
2011,522,3,4,75.00
2011,1032,3,4,75.00
2011,2534,3,4,75.00
2011,2531,5,7,71.43
2011,2422,7,10,70.00
2011,312,2,3,66.67
2011,822,2,3,66.67
2011,1212,2,3,66.67
2011,311,2,3,66.67
2011,422,2,3,66.67
2011,632,4,6,66.67
2011,732,2,3,66.67
2011,912,4,6,66.67
2011,2533,2,3,66.67
2011,2223,2,3,66.67
2011,915,2,3,66.67
2011,1114,2,3,66.67
2011,711,3,5,60.00
2011,234,3,5,60.00
2011,2221,3,5,60.00
2011,623,3,5,60.00
2011,1135,3,5,60.00
2011,513,3,5,60.00
2011,713,3,5,60.00
2011,221,3,5,60.00
2011,2513,7,12,58.33
2011,1112,4,7,57.14
2011,824,2,4,50.00
2011,2525,1,2,50.00
2011,512,2,4,50.00
2011,1113,1,2,50.00
2011,834,2,4,50.00
2011,833,2,4,50.00
2011,2311,1,2,50.00
2011,1731,1,2,50.00
2011,1211,1,2,50.00
2011,1121,2,4,50.00
2011,1824,1,2,50.00
2011,2122,1,2,50.00
2011,2413,1,2,50.00
2011,1531,1,2,50.00
2011,1122,3,6,50.00
2011,1021,1,2,50.00
2011,1913,1,2,50.00
2011,1711,1,2,50.00
2011,924,2,4,50.00
2011,2123,1,2,50.00
2011,1224,1,2,50.00
2011,434,1,2,50.00
2011,1411,1,2,50.00
2011,2522,1,2,50.00
2011,1933,1,2,50.00
2011,1232,1,2,50.00
2011,1031,3,7,42.86
2011,313,3,7,42.86
2011,631,3,7,42.86
2011,421,2,5,40.00
2011,1923,2,5,40.00
2011,1115,2,5,40.00
2011,712,2,5,40.00
2011,1523,2,5,40.00
2011,1011,2,5,40.00
2011,1132,2,5,40.00
2011,832,2,5,40.00
2011,734,2,5,40.00
2011,823,2,5,40.00
2011,334,1,3,33.33
2011,324,1,3,33.33
2011,722,1,3,33.33
2011,731,2,6,33.33
2011,1723,1,3,33.33
2011,1532,1,3,33.33
2011,733,1,3,33.33
2011,2233,1,3,33.33
2011,2234,3,9,33.33
2011,524,2,6,33.33
2011,222,2,6,33.33
2011,1831,1,3,33.33
2011,1524,1,3,33.33
2011,1013,1,3,33.33
2011,724,2,6,33.33
2011,725,2,6,33.33
2011,614,2,7,28.57
2011,321,2,7,28.57
2011,1022,2,8,25.00
2011,1533,1,4,25.00
2011,1513,1,4,25.00
2011,715,1,4,25.00
2011,1131,1,4,25.00
2011,323,1,5,20.00
2011,523,1,5,20.00
2011,331,1,6,16.67
2011,726,1,6,16.67
2011,2211,1,8,12.50
2011,2213,0,3,0.00
2011,2232,0,3,0.00
2011,2431,0,2,0.00
2011,2432,0,2,0.00
2011,1423,0,1,0.00
2011,423,0,2,0.00
2011,414,0,3,0.00
2011,233,0,3,0.00
2011,2032,0,1,0.00
2011,1925,0,1,0.00
2011,511,0,4,0.00
2011,2524,0,1,0.00
2011,2312,0,2,0.00
2011,314,0,2,0.00
2011,432,0,1,0.00
2011,634,0,3,0.00
2011,925,0,1,0.00
2011,935,0,1,0.00
2011,835,0,6,0.00
2011,132,0,1,0.00
2011,2012,0,1,0.00
2011,933,0,1,0.00
2011,1811,0,1,0.00
2011,2411,0,1,0.00
2011,2512,0,1,0.00
2011,1932,0,5,0.00
2011,2011,0,2,0.00
2011,1433,0,1,0.00
2011,811,0,2,0.00
2011,232,0,1,0.00
2011,1333,0,1,0.00
2011,2532,0,5,0.00
2011,2324,0,1,0.00
2011,2333,0,2,0.00
2011,131,0,1,0.00
2011,1653,0,1,0.00
2011,1432,0,1,0.00
2011,714,0,3,0.00
2011,934,0,3,0.00
2011,633,0,1,0.00
2011,1813,0,1,0.00
2011,612,0,2,0.00
2011,923,0,3,0.00
2011,2412,0,1,0.00
2011,814,0,1,0.00
2011,211,0,1,0.00
2011,1814,0,1,0.00
2011,2332,0,2,0.00
2011,812,0,1,0.00
2011,2523,0,1,0.00
2011,1421,0,1,0.00
2011,2323,0,1,0.00
2011,2212,0,1,0.00
2011,1654,0,1,0.00
2011,1614,0,1,0.00
2011,815,0,1,0.00
2011,2424,0,1,0.00
2011,2031,0,1,0.00
2011,1924,0,1,0.00
2011,1724,0,1,0.00
2011,931,0,2,0.00
2011,825,0,3,0.00
2011,932,0,2,0.00
2011,1511,0,4,0.00
2011,922,0,1,0.00
2011,914,0,6,0.00
2011,1324,0,2,0.00
2011,2423,0,1,0.00
2011,1311,0,1,0.00
2011,1223,0,1,0.00
2011,1123,0,1,0.00
2011,913,0,2,0.00
2011,413,0,3,0.00
2011,1133,0,3,0.00
2011,1024,0,2,0.00
2011,921,0,1,0.00
2011,2515,0,1,0.00
2011,911,0,3,0.00
2011,2535,0,1,0.00
2011,831,0,4,0.00
2011,1134,0,1,0.00
2011,622,0,1,0.00
2011,431,0,1,0.00
2011,2313,0,1,0.00
2011,1012,0,1,0.00
2011,611,0,1,0.00
2011,1412,0,1,0.00
2011,613,0,1,0.00
2011,621,0,1,0.00
2011,1023,0,2,0.00
2011,2124,0,1,0.00
2011,333,0,1,0.00
2011,412,0,1,0.00
2011,123,0,1,0.00
2012,2332,1,1,100.00
2012,533,4,4,100.00
2012,1034,4,4,100.00
2012,131,1,1,100.00
2012,2431,1,1,100.00
2012,1433,1,1,100.00
2012,914,2,2,100.00
2012,434,1,1,100.00
2012,2222,2,2,100.00
2012,725,1,1,100.00
2012,2531,3,3,100.00
2012,433,1,1,100.00
2012,2515,2,2,100.00
2012,224,2,2,100.00
2012,813,1,1,100.00
2012,1132,2,2,100.00
2012,1413,1,1,100.00
2012,1823,1,1,100.00
2012,1235,1,1,100.00
2012,2033,2,2,100.00
2012,1434,1,1,100.00
2012,614,1,1,100.00
2012,1114,1,1,100.00
2012,1723,1,1,100.00
2012,1623,1,1,100.00
2012,1021,1,1,100.00
2012,1524,1,1,100.00
2012,1124,1,1,100.00
2012,714,1,1,100.00
2012,1613,1,1,100.00
2012,1125,1,1,100.00
2012,1624,1,1,100.00
2012,1211,1,1,100.00
2012,2523,1,1,100.00
2012,814,2,2,100.00
2012,1424,1,1,100.00
2012,2525,1,1,100.00
2012,431,9,11,81.82
2012,424,4,5,80.00
2012,1022,4,5,80.00
2012,2513,10,13,76.92
2012,2424,3,4,75.00
2012,1513,3,4,75.00
2012,1115,3,4,75.00
2012,2022,3,4,75.00
2012,932,3,4,75.00
2012,1511,4,6,66.67
2012,1024,2,3,66.67
2012,332,2,3,66.67
2012,231,2,3,66.67
2012,1033,2,3,66.67
2012,621,2,3,66.67
2012,2413,2,3,66.67
2012,1013,3,5,60.00
2012,1014,3,5,60.00
2012,422,3,5,60.00
2012,413,4,7,57.14
2012,834,3,6,50.00
2012,1112,2,4,50.00
2012,2432,1,2,50.00
2012,1632,1,2,50.00
2012,1111,2,4,50.00
2012,1532,3,6,50.00
2012,1012,2,4,50.00
2012,1833,1,2,50.00
2012,2512,1,2,50.00
2012,1925,2,4,50.00
2012,1512,1,2,50.00
2012,2533,1,2,50.00
2012,711,3,6,50.00
2012,2532,2,4,50.00
2012,1732,1,2,50.00
2012,631,2,4,50.00
2012,421,3,6,50.00
2012,312,5,10,50.00
2012,734,1,2,50.00
2012,1231,3,6,50.00
2012,1011,2,4,50.00
2012,1523,2,4,50.00
2012,911,2,4,50.00
2012,715,1,2,50.00
2012,726,1,2,50.00
2012,934,2,4,50.00
2012,2535,1,2,50.00
2012,1312,1,2,50.00
2012,1032,1,2,50.00
2012,2521,1,2,50.00
2012,1113,1,2,50.00
2012,531,1,2,50.00
2012,334,1,2,50.00
2012,1913,1,2,50.00
2012,1121,1,2,50.00
2012,214,1,2,50.00
2012,1731,1,2,50.00
2012,913,1,2,50.00
2012,233,1,2,50.00
2012,2233,2,4,50.00
2012,1031,4,8,50.00
2012,2422,5,11,45.45
2012,423,4,9,44.44
2012,513,3,7,42.86
2012,1533,2,5,40.00
2012,2412,2,5,40.00
2012,213,2,5,40.00
2012,321,2,5,40.00
2012,924,2,5,40.00
2012,225,2,5,40.00
2012,322,2,5,40.00
2012,324,2,5,40.00
2012,811,2,5,40.00
2012,735,2,5,40.00
2012,611,2,5,40.00
2012,123,1,3,33.33
2012,833,1,3,33.33
2012,2511,1,3,33.33
2012,1831,1,3,33.33
2012,1123,1,3,33.33
2012,2433,1,3,33.33
2012,1821,1,3,33.33
2012,1924,1,3,33.33
2012,712,2,6,33.33
2012,935,1,3,33.33
2012,1122,1,3,33.33
2012,314,1,3,33.33
2012,1531,2,6,33.33
2012,512,2,6,33.33
2012,223,1,3,33.33
2012,1713,1,3,33.33
2012,313,1,3,33.33
2012,2221,1,3,33.33
2012,2522,1,3,33.33
2012,1133,1,3,33.33
2012,832,2,6,33.33
2012,612,2,6,33.33
2012,732,1,3,33.33
2012,825,2,7,28.57
2012,1522,1,4,25.00
2012,1233,1,4,25.00
2012,1614,1,4,25.00
2012,933,1,4,25.00
2012,713,2,8,25.00
2012,1422,1,4,25.00
2012,1131,1,4,25.00
2012,931,1,4,25.00
2012,222,1,4,25.00
2012,524,2,9,22.22
2012,2411,1,5,20.00
2012,2234,1,5,20.00
2012,633,1,6,16.67
2012,632,1,6,16.67
2012,1135,1,6,16.67
2012,624,2,12,16.67
2012,835,1,6,16.67
2012,522,1,7,14.29
2012,824,1,9,11.11
2012,2124,0,1,0.00
2012,1711,0,1,0.00
2012,1932,0,1,0.00
2012,1212,0,3,0.00
2012,1611,0,1,0.00
2012,823,0,5,0.00
2012,2211,0,3,0.00
2012,1933,0,2,0.00
2012,1934,0,2,0.00
2012,622,0,2,0.00
2012,432,0,1,0.00
2012,1323,0,2,0.00
2012,1824,0,1,0.00
2012,815,0,1,0.00
2012,1922,0,4,0.00
2012,523,0,3,0.00
2012,921,0,2,0.00
2012,1811,0,1,0.00
2012,1832,0,3,0.00
2012,1621,0,1,0.00
2012,1622,0,1,0.00
2012,1222,0,1,0.00
2012,733,0,3,0.00
2012,331,0,2,0.00
2012,333,0,3,0.00
2012,1733,0,1,0.00
2012,812,0,2,0.00
2012,2213,0,1,0.00
2012,912,0,1,0.00
2012,1654,0,1,0.00
2012,2534,0,2,0.00
2012,613,0,3,0.00
2012,1333,0,1,0.00
2012,922,0,3,0.00
2012,1712,0,1,0.00
2012,831,0,4,0.00
2012,1134,0,2,0.00
2012,323,0,2,0.00
2012,1324,0,1,0.00
2012,724,0,1,0.00
2012,1914,0,1,0.00
2012,1423,0,1,0.00
2012,234,0,2,0.00
2012,2212,0,3,0.00
2012,915,0,3,0.00
2012,1421,0,1,0.00
2012,411,0,1,0.00
2012,1634,0,1,0.00
2012,731,0,3,0.00
2012,723,0,1,0.00
2012,923,0,3,0.00
2012,232,0,1,0.00
2012,822,0,1,0.00
2012,1332,0,1,0.00
2012,414,0,1,0.00
2012,2223,0,1,0.00
2012,1224,0,1,0.00
2012,311,0,1,0.00
2012,623,0,1,0.00
2012,821,0,4,0.00
2012,532,0,2,0.00
2012,1633,0,3,0.00
2012,511,0,3,0.00
2012,221,0,6,0.00
2012,634,0,2,0.00
2012,925,0,3,0.00
2013,831,2,2,100.00
2013,213,4,4,100.00
2013,925,2,2,100.00
2013,2412,1,1,100.00
2013,231,1,1,100.00
2013,1834,1,1,100.00
2013,1013,1,1,100.00
2013,512,5,5,100.00
2013,811,2,2,100.00
2013,223,1,1,100.00
2013,1532,2,2,100.00
2013,434,1,1,100.00
2013,1911,1,1,100.00
2013,1421,1,1,100.00
2013,1823,2,2,100.00
2013,822,2,2,100.00
2013,224,1,1,100.00
2013,2013,1,1,100.00
2013,633,1,1,100.00
2013,1632,1,1,100.00
2013,623,2,2,100.00
2013,1033,1,1,100.00
2013,921,1,1,100.00
2013,2031,1,1,100.00
2013,1634,1,1,100.00
2013,1622,1,1,100.00
2013,724,2,2,100.00
2013,1124,1,1,100.00
2013,1234,1,1,100.00
2013,133,1,1,100.00
2013,1914,1,1,100.00
2013,1822,1,1,100.00
2013,221,1,1,100.00
2013,1031,5,6,83.33
2013,532,4,5,80.00
2013,2424,3,4,75.00
2013,611,3,4,75.00
2013,1422,3,4,75.00
2013,2212,3,4,75.00
2013,1021,3,4,75.00
2013,332,3,4,75.00
2013,323,3,4,75.00
2013,631,5,7,71.43
2013,1134,4,6,66.67
2013,1524,2,3,66.67
2013,1024,2,3,66.67
2013,424,2,3,66.67
2013,711,4,6,66.67
2013,1131,2,3,66.67
2013,234,2,3,66.67
2013,2531,3,5,60.00
2013,932,3,5,60.00
2013,612,3,5,60.00
2013,321,4,7,57.14
2013,712,3,6,50.00
2013,812,1,2,50.00
2013,2532,1,2,50.00
2013,432,1,2,50.00
2013,232,1,2,50.00
2013,1112,3,6,50.00
2013,713,2,4,50.00
2013,1921,1,2,50.00
2013,2433,1,2,50.00
2013,334,2,4,50.00
2013,2011,1,2,50.00
2013,2233,1,2,50.00
2013,1712,2,4,50.00
2013,433,1,2,50.00
2013,222,1,2,50.00
2013,414,3,6,50.00
2013,922,1,2,50.00
2013,313,1,2,50.00
2013,1731,1,2,50.00
2013,1114,1,2,50.00
2013,513,1,2,50.00
2013,212,1,2,50.00
2013,614,1,2,50.00
2013,923,1,2,50.00
2013,1223,1,2,50.00
2013,634,2,4,50.00
2013,714,2,4,50.00
2013,2521,1,2,50.00
2013,732,1,2,50.00
2013,412,1,2,50.00
2013,1235,1,2,50.00
2013,1424,1,2,50.00
2013,2535,1,2,50.00
2013,413,2,4,50.00
2013,825,1,2,50.00
2013,733,2,4,50.00
2013,2514,1,2,50.00
2013,214,1,2,50.00
2013,2524,1,2,50.00
2013,1511,3,7,42.86
2013,2411,2,5,40.00
2013,1512,2,5,40.00
2013,431,2,5,40.00
2013,1122,2,5,40.00
2013,924,2,5,40.00
2013,411,2,5,40.00
2013,421,2,5,40.00
2013,2513,4,10,40.00
2013,1533,2,6,33.33
2013,813,1,3,33.33
2013,834,2,6,33.33
2013,1934,1,3,33.33
2013,1913,1,3,33.33
2013,322,1,3,33.33
2013,215,1,3,33.33
2013,912,1,3,33.33
2013,511,1,3,33.33
2013,331,2,6,33.33
2013,1034,1,3,33.33
2013,832,1,3,33.33
2013,1522,2,6,33.33
2013,1113,1,3,33.33
2013,725,1,3,33.33
2013,934,1,3,33.33
2013,2534,1,3,33.33
2013,915,1,3,33.33
2013,2422,3,10,30.00
2013,2515,1,4,25.00
2013,1211,1,4,25.00
2013,735,1,4,25.00
2013,1924,1,4,25.00
2013,2213,1,4,25.00
2013,823,1,4,25.00
2013,1111,1,4,25.00
2013,1513,1,4,25.00
2013,423,1,4,25.00
2013,723,1,4,25.00
2013,333,1,4,25.00
2013,422,1,4,25.00
2013,624,1,5,20.00
2013,1135,1,5,20.00
2013,1011,1,5,20.00
2013,824,1,5,20.00
2013,522,1,5,20.00
2013,523,1,6,16.67
2013,734,1,6,16.67
2013,2222,1,8,12.50
2013,2523,0,1,0.00
2013,613,0,2,0.00
2013,2234,0,5,0.00
2013,2221,0,4,0.00
2013,2232,0,3,0.00
2013,835,0,3,0.00
2013,722,0,2,0.00
2013,1012,0,3,0.00
2013,531,0,3,0.00
2013,1925,0,3,0.00
2013,1214,0,1,0.00
2013,123,0,1,0.00
2013,1831,0,6,0.00
2013,1433,0,2,0.00
2013,2512,0,1,0.00
2013,1832,0,3,0.00
2013,233,0,2,0.00
2013,1922,0,1,0.00
2013,2211,0,4,0.00
2013,1121,0,2,0.00
2013,913,0,2,0.00
2013,1812,0,1,0.00
2013,112,0,1,0.00
2013,1923,0,1,0.00
2013,121,0,2,0.00
2013,1814,0,1,0.00
2013,1613,0,2,0.00
2013,533,0,4,0.00
2013,1614,0,3,0.00
2013,1133,0,2,0.00
2013,1933,0,2,0.00
2013,1611,0,1,0.00
2013,2432,0,1,0.00
2013,1123,0,2,0.00
2013,833,0,3,0.00
2013,2511,0,1,0.00
2013,1531,0,2,0.00
2013,1713,0,2,0.00
2013,314,0,1,0.00
2013,914,0,1,0.00
2013,1221,0,1,0.00
2013,211,0,3,0.00
2013,2533,0,4,0.00
2013,235,0,1,0.00
2013,1931,0,1,0.00
2013,814,0,1,0.00
2013,1821,0,2,0.00
2013,122,0,1,0.00
2013,1633,0,2,0.00
2013,1912,0,1,0.00
2013,324,0,4,0.00
2013,1412,0,4,0.00
2013,1132,0,4,0.00
2013,1411,0,1,0.00
2013,731,0,2,0.00
2013,524,0,5,0.00
2013,311,0,1,0.00
2013,1423,0,2,0.00
2013,1232,0,2,0.00
2013,1032,0,2,0.00
2013,1523,0,1,0.00
2013,632,0,2,0.00
2013,726,0,2,0.00
2013,933,0,1,0.00
2013,2223,0,1,0.00
2013,621,0,5,0.00
2013,2522,0,1,0.00
2013,1212,0,1,0.00
2013,815,0,1,0.00
2013,1014,0,1,0.00
2013,1233,0,2,0.00
2013,132,0,1,0.00
2013,622,0,1,0.00
2013,1231,0,1,0.00
2013,1115,0,3,0.00
2013,1215,0,1,0.00
2013,2525,0,1,0.00
2013,931,0,1,0.00
2013,1733,0,1,0.00
2013,715,0,1,0.00
2014,1811,1,1,100.00
2014,215,3,3,100.00
2014,1925,1,1,100.00
2014,1832,1,1,100.00
2014,623,1,1,100.00
2014,1111,2,2,100.00
2014,321,1,1,100.00
2014,1623,1,1,100.00
2014,1821,2,2,100.00
2014,2524,1,1,100.00
2014,224,2,2,100.00
2014,935,1,1,100.00
2014,2412,1,1,100.00
2014,825,4,4,100.00
2014,1732,1,1,100.00
2014,1624,1,1,100.00
2014,312,1,1,100.00
2014,732,2,2,100.00
2014,722,1,1,100.00
2014,331,2,2,100.00
2014,2232,2,2,100.00
2014,232,1,1,100.00
2014,122,1,1,100.00
2014,2012,1,1,100.00
2014,212,3,3,100.00
2014,813,3,3,100.00
2014,313,2,2,100.00
2014,1114,2,2,100.00
2014,234,2,2,100.00
2014,1632,1,1,100.00
2014,2411,1,1,100.00
2014,1423,1,1,100.00
2014,1932,1,1,100.00
2014,1834,1,1,100.00
2014,723,1,1,100.00
2014,915,1,1,100.00
2014,1233,1,1,100.00
2014,1634,1,1,100.00
2014,1622,2,2,100.00
2014,2532,2,2,100.00
2014,1532,5,6,83.33
2014,1523,4,5,80.00
2014,1531,3,4,75.00
2014,1631,3,4,75.00
2014,324,3,4,75.00
2014,1522,5,7,71.43
2014,1013,4,6,66.67
