Community_Area,Primary_Type,First_Year,First_Year_Rate,Last_Year,Last_Year_Rate,Rate_Change,Status
29,"HUMAN TRAFFICKING",2001,NULL,2024,0.0000,NULL,"No Change"
63,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
33,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
56,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,75.0000,NULL,"No Change"
54,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
33,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
50,"CRIMINAL TRESPASS",2001,NULL,2024,71.4286,NULL,"No Change"
64,NARCOTICS,2001,NULL,2024,100.0000,NULL,"No Change"
44,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
66,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
10,"CRIMINAL TRESPASS",2001,NULL,2024,18.1818,NULL,"No Change"
30,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
33,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
20,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
47,ROBBERY,2001,NULL,2024,0.0000,NULL,"No Change"
64,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
48,ROBBERY,2001,NULL,2024,6.2500,NULL,"No Change"
35,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
50,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,40.0000,NULL,"No Change"
56,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
69,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,75.0000,NULL,"No Change"
40,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
45,BURGLARY,2001,NULL,2024,6.2500,NULL,"No Change"
47,BATTERY,2001,NULL,2024,9.5238,NULL,"No Change"
46,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
47,ASSAULT,2001,NULL,2024,6.2500,NULL,"No Change"
15,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
41,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
14,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
60,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
42,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
69,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
67,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
36,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
47,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
68,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
19,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
62,"WEAPONS VIOLATION",2001,NULL,2024,16.6667,NULL,"No Change"
33,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
62,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
12,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
44,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
10,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
4,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
16,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
53,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
64,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
13,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
44,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
72,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
36,"WEAPONS VIOLATION",2001,NULL,2024,25.0000,NULL,"No Change"
47,"DECEPTIVE PRACTICE",2001,NULL,2024,0.0000,NULL,"No Change"
32,ARSON,2001,NULL,2024,16.6667,NULL,"No Change"
64,PROSTITUTION,2001,NULL,2024,100.0000,NULL,"No Change"
13,"PUBLIC PEACE VIOLATION",2001,NULL,2024,0.0000,NULL,"No Change"
12,NARCOTICS,2001,NULL,2024,100.0000,NULL,"No Change"
58,"PUBLIC PEACE VIOLATION",2001,NULL,2024,25.0000,NULL,"No Change"
29,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
61,OBSCENITY,2001,NULL,2024,0.0000,NULL,"No Change"
51,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
9,BATTERY,2001,NULL,2024,0.0000,NULL,"No Change"
49,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,92.3077,NULL,"No Change"
36,ROBBERY,2001,NULL,2024,0.0000,NULL,"No Change"
62,"PUBLIC PEACE VIOLATION",2001,NULL,2024,50.0000,NULL,"No Change"
10,NARCOTICS,2001,NULL,2024,100.0000,NULL,"No Change"
58,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
76,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
22,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
41,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
71,"PUBLIC INDECENCY",2001,NULL,2024,100.0000,NULL,"No Change"
45,"CRIMINAL TRESPASS",2001,NULL,2024,33.3333,NULL,"No Change"
74,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
51,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,20.0000,NULL,"No Change"
42,OBSCENITY,2001,NULL,2024,50.0000,NULL,"No Change"
36,"CRIMINAL TRESPASS",2001,NULL,2024,16.6667,NULL,"No Change"
50,"DECEPTIVE PRACTICE",2001,NULL,2024,0.0000,NULL,"No Change"
18,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
75,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
13,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
34,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
40,OBSCENITY,2001,NULL,2024,0.0000,NULL,"No Change"
12,"CRIMINAL TRESPASS",2001,NULL,2024,18.1818,NULL,"No Change"
26,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
66,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
11,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
51,NARCOTICS,2001,NULL,2024,50.0000,NULL,"No Change"
70,OBSCENITY,2001,NULL,2024,0.0000,NULL,"No Change"
42,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
64,OBSCENITY,2001,NULL,2024,100.0000,NULL,"No Change"
47,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
15,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
56,"PUBLIC PEACE VIOLATION",2001,NULL,2024,0.0000,NULL,"No Change"
66,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
2,"PUBLIC PEACE VIOLATION",2001,NULL,2024,50.0000,NULL,"No Change"
51,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
57,OBSCENITY,2001,NULL,2024,100.0000,NULL,"No Change"
5,OBSCENITY,2001,NULL,2024,0.0000,NULL,"No Change"
7,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
2,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
10,OBSCENITY,2001,NULL,2024,100.0000,NULL,"No Change"
10,ROBBERY,2001,NULL,2024,0.0000,NULL,"No Change"
64,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
45,"PUBLIC PEACE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
50,HOMICIDE,2001,NULL,2024,0.0000,NULL,"No Change"
54,"PUBLIC PEACE VIOLATION",2001,NULL,2024,66.6667,NULL,"No Change"
10,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
58,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
26,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
10,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
64,"CRIMINAL TRESPASS",2001,NULL,2024,0.0000,NULL,"No Change"
15,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
30,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
40,"PUBLIC PEACE VIOLATION",2001,NULL,2024,66.6667,NULL,"No Change"
39,"PUBLIC PEACE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
66,OBSCENITY,2001,NULL,2024,0.0000,NULL,"No Change"
55,KIDNAPPING,2001,NULL,2024,0.0000,NULL,"No Change"
34,KIDNAPPING,2001,NULL,2024,0.0000,NULL,"No Change"
41,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
74,NARCOTICS,2001,NULL,2024,100.0000,NULL,"No Change"
40,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
11,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
54,"DECEPTIVE PRACTICE",2001,NULL,2024,0.0000,NULL,"No Change"
41,"WEAPONS VIOLATION",2001,NULL,2024,63.6364,NULL,"No Change"
40,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
10,KIDNAPPING,2001,NULL,2024,0.0000,NULL,"No Change"
26,OBSCENITY,2001,NULL,2024,100.0000,NULL,"No Change"
31,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
32,STALKING,2001,NULL,2024,33.3333,NULL,"No Change"
58,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,60.0000,NULL,"No Change"
45,NARCOTICS,2001,NULL,2024,100.0000,NULL,"No Change"
66,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
21,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
17,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,12.5000,NULL,"No Change"
45,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
9,BURGLARY,2001,NULL,2024,0.0000,NULL,"No Change"
42,STALKING,2001,NULL,2024,100.0000,NULL,"No Change"
58,"LIQUOR LAW VIOLATION",2001,NULL,2024,0.0000,NULL,"No Change"
28,STALKING,2001,NULL,2024,10.0000,NULL,"No Change"
11,"SEX OFFENSE",2001,NULL,2024,33.3333,NULL,"No Change"
31,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
26,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
56,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
47,NARCOTICS,2001,NULL,2024,100.0000,NULL,"No Change"
4,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
46,"PUBLIC PEACE VIOLATION",2001,NULL,2024,50.0000,NULL,"No Change"
54,GAMBLING,2001,NULL,2024,100.0000,NULL,"No Change"
36,"PUBLIC PEACE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
64,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
53,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
42,"PUBLIC PEACE VIOLATION",2001,NULL,2024,25.0000,NULL,"No Change"
30,OBSCENITY,2001,NULL,2024,0.0000,NULL,"No Change"
50,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
56,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
48,"SEX OFFENSE",2001,NULL,2024,50.0000,NULL,"No Change"
70,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
70,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
4,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
40,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
54,"CRIMINAL TRESPASS",2001,NULL,2024,0.0000,NULL,"No Change"
48,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
20,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
4,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
39,NARCOTICS,2001,NULL,2024,100.0000,NULL,"No Change"
43,"HUMAN TRAFFICKING",2001,NULL,2024,0.0000,NULL,"No Change"
5,STALKING,2001,NULL,2024,100.0000,NULL,"No Change"
64,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
21,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
39,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
74,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
40,ARSON,2001,NULL,2024,100.0000,NULL,"No Change"
47,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
63,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
35,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
48,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
56,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
57,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
42,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
57,"PUBLIC PEACE VIOLATION",2001,NULL,2024,0.0000,NULL,"No Change"
54,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,25.0000,NULL,"No Change"
45,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
62,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
60,OBSCENITY,2001,NULL,2024,100.0000,NULL,"No Change"
10,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
74,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
34,"WEAPONS VIOLATION",2001,NULL,2024,25.0000,NULL,"No Change"
55,ROBBERY,2001,NULL,2024,25.0000,NULL,"No Change"
67,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
58,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
29,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
53,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
48,NARCOTICS,2001,NULL,2024,100.0000,NULL,"No Change"
18,NARCOTICS,2001,NULL,2024,100.0000,NULL,"No Change"
24,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
64,"PUBLIC PEACE VIOLATION",2001,NULL,2024,0.0000,NULL,"No Change"
46,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
12,"WEAPONS VIOLATION",2001,NULL,2024,66.6667,NULL,"No Change"
11,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
74,BURGLARY,2001,NULL,2024,0.0000,NULL,"No Change"
26,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
20,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
35,OBSCENITY,2001,NULL,2024,100.0000,NULL,"No Change"
10,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
38,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
1,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
29,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
47,BURGLARY,2001,NULL,2024,0.0000,NULL,"No Change"
2,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,75.0000,NULL,"No Change"
66,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
63,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
15,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
63,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
54,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
28,OBSCENITY,2001,NULL,2024,100.0000,NULL,"No Change"
34,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
29,KIDNAPPING,2001,NULL,2024,0.0000,NULL,"No Change"
39,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
50,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
10,"WEAPONS VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
50,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,0.0000,NULL,"No Change"
72,NON-CRIMINAL,2001,NULL,2024,0.0000,NULL,"No Change"
74,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
41,NARCOTICS,2001,NULL,2024,100.0000,NULL,"No Change"
19,PROSTITUTION,2001,NULL,2024,100.0000,NULL,"No Change"
11,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
65,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
46,GAMBLING,2001,NULL,2024,100.0000,NULL,"No Change"
7,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
32,"PUBLIC INDECENCY",2001,NULL,2024,100.0000,NULL,"No Change"
22,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
60,STALKING,2001,NULL,2024,100.0000,NULL,"No Change"
43,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
13,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
14,PROSTITUTION,2001,NULL,2024,100.0000,NULL,"No Change"
34,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
46,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
34,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
54,STALKING,2001,NULL,2024,50.0000,NULL,"No Change"
75,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
3,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
9,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
65,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
32,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
47,"SEX OFFENSE",2001,NULL,2024,0.0000,NULL,"No Change"
45,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
16,PROSTITUTION,2001,NULL,2024,100.0000,NULL,"No Change"
12,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
11,KIDNAPPING,2001,NULL,2024,0.0000,NULL,"No Change"
36,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
19,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
72,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
46,KIDNAPPING,2001,NULL,2024,0.0000,NULL,"No Change"
68,OBSCENITY,2001,NULL,2024,100.0000,NULL,"No Change"
65,"INTERFERENCE WITH PUBLIC OFFICER",2001,NULL,2024,100.0000,NULL,"No Change"
66,"PUBLIC INDECENCY",2001,NULL,2024,100.0000,NULL,"No Change"
57,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
31,"PUBLIC INDECENCY",2001,NULL,2024,100.0000,NULL,"No Change"
48,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
25,OBSCENITY,2001,NULL,2024,100.0000,NULL,"No Change"
39,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
41,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
62,OBSCENITY,2001,NULL,2024,100.0000,NULL,"No Change"
33,GAMBLING,2001,NULL,2024,100.0000,NULL,"No Change"
65,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
7,KIDNAPPING,2001,NULL,2024,0.0000,NULL,"No Change"
56,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
18,"OFFENSE INVOLVING CHILDREN",2001,NULL,2024,0.0000,NULL,"No Change"
47,"CRIMINAL TRESPASS",2001,NULL,2024,0.0000,NULL,"No Change"
13,KIDNAPPING,2001,NULL,2024,0.0000,NULL,"No Change"
14,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
49,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
33,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
34,"LIQUOR LAW VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
43,"CONCEALED CARRY LICENSE VIOLATION",2001,NULL,2024,100.0000,NULL,"No Change"
76,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
47,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
32,OBSCENITY,2001,NULL,2024,0.0000,NULL,"No Change"
66,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
1,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
14,ARSON,2001,NULL,2024,0.0000,NULL,"No Change"
55,"CRIMINAL SEXUAL ASSAULT",2001,NULL,2024,0.0000,NULL,"No Change"
35,STALKING,2001,NULL,2024,0.0000,NULL,"No Change"
57,INTIMIDATION,2001,NULL,2024,0.0000,NULL,"No Change"
6,HOMICIDE,2001,83.3333,2024,NULL,NULL,"No Change"
27,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
61,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
8,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
28,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
23,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
38,HOMICIDE,2001,66.6667,2024,NULL,NULL,"No Change"
7,HOMICIDE,2001,100.0000,2024,NULL,NULL,"No Change"
76,INTIMIDATION,2001,0.0000,2024,NULL,NULL,"No Change"
3,HOMICIDE,2001,77.7778,2024,NULL,NULL,"No Change"
71,INTIMIDATION,2001,0.0000,2024,NULL,NULL,"No Change"
73,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
75,HOMICIDE,2001,100.0000,2024,NULL,NULL,"No Change"
68,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
67,GAMBLING,2001,100.0000,2024,NULL,NULL,"No Change"
57,HOMICIDE,2001,0.0000,2024,NULL,NULL,"No Change"
76,"LIQUOR LAW VIOLATION",2001,100.0000,2024,NULL,NULL,"No Change"
54,HOMICIDE,2001,0.0000,2024,NULL,NULL,"No Change"
28,GAMBLING,2001,100.0000,2024,NULL,NULL,"No Change"
67,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
24,HOMICIDE,2001,68.4211,2024,NULL,NULL,"No Change"
3,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
8,HOMICIDE,2001,80.0000,2024,NULL,NULL,"No Change"
22,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
27,GAMBLING,2001,100.0000,2024,NULL,NULL,"No Change"
30,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
18,HOMICIDE,2001,0.0000,2024,NULL,NULL,"No Change"
73,"PUBLIC PEACE VIOLATION",2001,44.4444,2024,NULL,NULL,"No Change"
25,GAMBLING,2001,100.0000,2024,NULL,NULL,"No Change"
1,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
77,"LIQUOR LAW VIOLATION",2001,100.0000,2024,NULL,NULL,"No Change"
59,"CRIMINAL SEXUAL ASSAULT",2001,0.0000,2024,NULL,NULL,"No Change"
24,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
47,HOMICIDE,2001,100.0000,2024,NULL,NULL,"No Change"
32,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
15,GAMBLING,2001,100.0000,2024,NULL,NULL,"No Change"
33,HOMICIDE,2001,100.0000,2024,NULL,NULL,"No Change"
27,KIDNAPPING,2001,0.0000,2024,NULL,NULL,"No Change"
55,ARSON,2001,100.0000,2024,NULL,NULL,"No Change"
21,HOMICIDE,2001,28.5714,2024,NULL,NULL,"No Change"
5,HOMICIDE,2001,100.0000,2024,NULL,NULL,"No Change"
53,GAMBLING,2001,100.0000,2024,NULL,NULL,"No Change"
49,"LIQUOR LAW VIOLATION",2001,100.0000,2024,NULL,NULL,"No Change"
38,INTIMIDATION,2001,0.0000,2024,NULL,NULL,"No Change"
65,HOMICIDE,2001,100.0000,2024,NULL,NULL,"No Change"
52,KIDNAPPING,2001,0.0000,2024,NULL,NULL,"No Change"
52,INTIMIDATION,2001,0.0000,2024,NULL,NULL,"No Change"
16,KIDNAPPING,2001,0.0000,2024,NULL,NULL,"No Change"
58,INTIMIDATION,2001,0.0000,2024,NULL,NULL,"No Change"
66,KIDNAPPING,2001,0.0000,2024,NULL,NULL,"No Change"
26,GAMBLING,2001,100.0000,2024,NULL,NULL,"No Change"
60,ARSON,2001,50.0000,2024,NULL,NULL,"No Change"
43,KIDNAPPING,2001,0.0000,2024,NULL,NULL,"No Change"
66,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
7,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
77,INTIMIDATION,2001,0.0000,2024,NULL,NULL,"No Change"
73,INTIMIDATION,2001,0.0000,2024,NULL,NULL,"No Change"
42,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
15,HOMICIDE,2001,66.6667,2024,NULL,NULL,"No Change"
37,HOMICIDE,2001,0.0000,2024,NULL,NULL,"No Change"
20,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
52,"LIQUOR LAW VIOLATION",2001,100.0000,2024,NULL,NULL,"No Change"
14,KIDNAPPING,2001,0.0000,2024,NULL,NULL,"No Change"
16,GAMBLING,2001,100.0000,2024,NULL,NULL,"No Change"
71,GAMBLING,2001,100.0000,2024,NULL,NULL,"No Change"
61,GAMBLING,2001,100.0000,2024,NULL,NULL,"No Change"
38,PROSTITUTION,2001,100.0000,2024,NULL,NULL,"No Change"
6,KIDNAPPING,2001,0.0000,2024,NULL,NULL,"No Change"
62,KIDNAPPING,2001,0.0000,2024,NULL,NULL,"No Change"
5,"INTERFERENCE WITH PUBLIC OFFICER",2001,100.0000,2024,NULL,NULL,"No Change"
8,KIDNAPPING,2001,50.0000,2024,NULL,NULL,"No Change"
36,HOMICIDE,2001,100.0000,2024,NULL,NULL,"No Change"
6,ARSON,2001,50.0000,2024,NULL,NULL,"No Change"
59,"LIQUOR LAW VIOLATION",2001,100.0000,2024,NULL,NULL,"No Change"
